,MedInc,Latitude,Longitude
4623,0.8804,34.06,-118.31
4624,5.7393,34.06,-118.32
4625,3.5909,34.07,-118.32
4626,15.0001,34.06,-118.32
4627,2.3105,34.07,-118.31
4628,1.6987,34.06,-118.31
4629,2.2708,34.07,-118.3
4630,2.3674,34.07,-118.31
4631,2.2094,34.06,-118.3
4632,1.9038,34.06,-118.31
4633,1.7365,34.07,-118.29
4634,1.8829,34.07,-118.3
4635,1.6953,34.06,-118.3
4636,1.5553,34.06,-118.29
4637,1.5954,34.06,-118.29
4638,2.1637,34.06,-118.29
4639,1.4680000000000002,34.06,-118.3
4640,1.9309,34.06,-118.29
4641,2.0332,34.06,-118.3
4642,1.8214,34.06,-118.3
4643,1.7896,34.06,-118.3
4644,2.8202,34.06,-118.31
4645,1.6725,34.06,-118.31
4646,2.0547,34.06,-118.31
4647,2.1435,34.06,-118.31
4648,2.0278,34.06,-118.31
4649,1.9949,34.06,-118.31
4650,3.5517,34.05,-118.32
4651,4.125,34.06,-118.32
4652,4.5918,34.06,-118.32
4653,8.3617,34.06,-118.33
4654,3.375,34.05,-118.33
4655,2.5284,34.05,-118.33
4656,2.1736,34.05,-118.33
4657,1.5882,34.05,-118.32
4658,1.9923,34.05,-118.32
4659,2.5313,34.05,-118.31
4660,3.1406,34.05,-118.31
4661,1.9152,34.05,-118.3
4662,1.721,34.05,-118.3
4663,2.2937,34.05,-118.31
4664,2.1414,34.05,-118.3
4665,2.2684,34.05,-118.3
4666,1.3867,34.05,-118.29
4667,1.5972,34.05,-118.29
4668,1.9323,34.05,-118.3
4669,2.096,34.05,-118.3
4670,1.847,34.05,-118.29
4671,2.3864,34.05,-118.29
4672,2.053,34.05,-118.29
4673,4.6838,34.08,-118.35
4674,4.89,34.07,-118.35
4675,4.1328,34.07,-118.35
4676,5.8632,34.07,-118.34
4677,10.586,34.08,-118.34
4678,15.0001,34.08,-118.34
4679,6.2223,34.07,-118.34
4680,4.1618,34.07,-118.34
4681,5.5871,34.08,-118.34
4682,3.2645,34.08,-118.35
4683,3.1765,34.08,-118.36
4684,2.9621,34.08,-118.36
4685,3.6111,34.07,-118.35
4686,3.3594,34.07,-118.35
4687,4.0179,34.07,-118.35
4688,3.5719,34.07,-118.35
4689,2.3375,34.07,-118.36
4690,4.7019,34.07,-118.36
4691,4.3667,34.07,-118.37
4692,3.4265,34.07,-118.36
4693,4.25,34.07,-118.37
4694,5.24,34.07,-118.37
4695,3.201,34.07,-118.37
4696,3.1677,34.07,-118.37
4697,3.4286,34.07,-118.37
4698,3.3989,34.08,-118.38
4699,3.3725,34.07,-118.38
4700,3.5573,34.07,-118.38
4701,3.1766,34.07,-118.34
4702,2.4722,34.06,-118.35
4703,7.1669,34.06,-118.34
4704,3.9167,34.05,-118.34
4705,3.5481,34.06,-118.34
4706,3.7167,34.06,-118.34
4707,3.2411,34.06,-118.35
4708,3.7167,34.06,-118.35
4709,5.3819,34.06,-118.35
4710,2.6781,34.05,-118.35
4711,3.2279,34.06,-118.35
4712,3.25,34.06,-118.36
4713,2.9605,34.06,-118.36
4714,4.5192,34.06,-118.37
4715,5.5596,34.06,-118.37
4716,3.1475,34.06,-118.38
4717,2.7824,34.06,-118.38
4718,2.8233,34.06,-118.38
4719,3.5556,34.06,-118.38
4720,3.0862,34.05,-118.37
4721,3.825,34.04,-118.37
4722,4.005,34.05,-118.37
4723,2.9883,34.05,-118.37
4724,5.0858,34.06,-118.37
4725,4.0583,34.05,-118.37
4726,3.625,34.05,-118.37
4727,4.0217,34.06,-118.37
4728,3.3824,34.05,-118.36
4729,4.0625,34.05,-118.36
4730,3.2813,34.05,-118.36
4731,2.7917,34.04,-118.36
4732,3.3333,34.05,-118.36
4733,3.0833,34.05,-118.36
4734,3.0707,34.05,-118.38
4735,5.7509,34.05,-118.39
4736,4.2404,34.05,-118.38
4737,4.4191,34.05,-118.38
4738,4.8958,34.05,-118.38
4739,3.238,34.05,-118.38
4740,3.0956,34.05,-118.38
4741,2.5806,34.05,-118.35
4742,2.0984,34.05,-118.35
4743,2.8793,34.05,-118.36
4744,2.5658,34.05,-118.36
4745,2.8841,34.05,-118.35
4746,3.1944,34.05,-118.34
4747,2.2725,34.05,-118.34
4748,3.6435,34.05,-118.35
4749,2.6654,34.05,-118.34
4750,2.532,34.04,-118.32
4751,2.2554,34.04,-118.32
4752,2.3526,34.04,-118.32
4753,2.9130000000000003,34.04,-118.33
4754,2.0706,34.05,-118.33
4755,3.6373,34.04,-118.33
4756,2.7409,34.05,-118.34
4757,2.5955,34.04,-118.34
4758,2.2254,34.04,-118.34
4759,1.7014,34.04,-118.34
4760,1.8685,34.04,-118.35
4761,3.0856,34.04,-118.35
4762,2.1711,34.04,-118.35
4763,2.3214,34.04,-118.36
4764,3.5161,34.04,-118.36
4765,2.3687,34.04,-118.35
4766,2.1078,34.03,-118.36
4767,3.0694,34.03,-118.37
4768,2.0538,34.04,-118.36
4769,2.4635,34.04,-118.35
4770,1.9,34.03,-118.35
4771,2.5625,34.04,-118.35
4772,2.6,34.04,-118.34
4773,1.6581,34.03,-118.34
4774,1.9408,34.04,-118.34
4775,1.975,34.03,-118.35
4776,2.5927,34.04,-118.33
4777,1.7377,34.03,-118.33
4778,2.628,34.04,-118.33
4779,1.8333,34.04,-118.32
4780,2.0259,34.04,-118.32
4781,2.8654,34.04,-118.32
4782,2.1046,34.03,-118.32
4783,1.9018,34.03,-118.33
4784,3.0132,34.03,-118.32
4785,2.8971,34.03,-118.32
4786,3.1731,34.03,-118.32
4787,2.6098,34.02,-118.32
4788,2.0304,34.02,-118.32
4789,2.0042,34.02,-118.32
4790,1.8783,34.02,-118.33
4791,2.1979,34.02,-118.33
4792,1.6429,34.03,-118.33
4793,4.2218,34.02,-118.34
4794,3.5357,34.02,-118.34
4795,1.89,34.03,-118.35
4796,2.2273,34.03,-118.35
4797,3.25,34.02,-118.35
4798,1.9928,34.03,-118.35
4799,2.1324,34.03,-118.36
4800,1.8316,34.03,-118.36
4801,2.2368,34.03,-118.36
4802,1.6452,34.03,-118.36
4803,2.0879,34.03,-118.36
4804,3.3636,34.03,-118.37
4805,2.4444,34.03,-118.34
4806,2.5156,34.02,-118.34
4807,3.1442,34.02,-118.34
4808,3.4306,34.03,-118.34
4809,1.3444,34.03,-118.34
4810,1.7159,34.02,-118.36
4811,3.9732,34.03,-118.37
4812,2.6154,34.02,-118.37
4813,1.5565,34.05,-118.28
4814,2.1696,34.04,-118.28
4815,2.0817,34.04,-118.29
4816,1.8571,34.05,-118.29
4817,2.4359,34.04,-118.29
4818,1.7225,34.04,-118.3
4819,2.4297,34.05,-118.3
4820,1.2786,34.05,-118.3
4821,1.9336,34.05,-118.31
4822,2.1162,34.05,-118.31
4823,2.3536,34.05,-118.31
4824,2.4048,34.04,-118.31
4825,2.0658,34.04,-118.31
4826,0.8351,34.03,-118.31
4827,1.9531,34.03,-118.32
4828,2.5833,34.04,-118.31
4829,1.7109,34.04,-118.3
4830,2.006,34.04,-118.3
4831,1.767,34.04,-118.31
4832,2.0405,34.04,-118.29
4833,1.78,34.03,-118.3
4834,2.1518,34.04,-118.3
4835,2.1542,34.04,-118.29
4836,2.1471,34.04,-118.29
4837,1.9167,34.03,-118.29
4838,2.0673,34.03,-118.28
4839,1.2875,34.03,-118.29
4840,1.0219,34.03,-118.29
4841,2.0848,34.03,-118.29
4842,0.7473,34.03,-118.29
4843,2.135,34.03,-118.29
4844,2.025,34.03,-118.31
4845,2.8295,34.03,-118.31
4846,2.45,34.02,-118.31
4847,1.4712,34.02,-118.31
4848,2.4519,34.02,-118.31
4849,1.2434,34.02,-118.31
4850,2.1571,34.03,-118.3
4851,2.7125,34.03,-118.3
4852,1.23,34.03,-118.31
4853,1.8564,34.03,-118.3
4854,2.1173,34.03,-118.31
4855,1.3187,34.02,-118.31
4856,2.2981,34.02,-118.31
4857,1.85,34.02,-118.3
4858,2.087,34.02,-118.29
4859,1.631,34.02,-118.3
4860,1.5781,34.02,-118.3
4861,0.4999,34.02,-118.28
4862,1.7546,34.03,-118.27
4863,1.7115,34.03,-118.27
4864,1.6089,34.04,-118.28
4865,1.2969,34.04,-118.28
4866,1.4167,34.04,-118.28
4867,2.1806,34.04,-118.28
4868,1.6037,34.05,-118.28
4869,1.8539,34.03,-118.28
4870,1.7976,34.03,-118.28
4871,2.2232,34.04,-118.28
4872,1.875,34.02,-118.27
4873,1.9375,34.02,-118.28
4874,0.9234,34.02,-118.27
4875,0.8440000000000001,34.03,-118.28
4876,1.2989,34.03,-118.28
4877,2.1944,34.02,-118.25
4878,1.8333,34.03,-118.24
4879,1.2096,34.03,-118.26
4880,2.1905,34.03,-118.25
4881,1.6302,34.02,-118.25
4882,1.5652,34.02,-118.26
4883,2.131,34.02,-118.26
4884,1.8382,34.02,-118.26
4885,2.1667,34.02,-118.26
4886,1.3134,34.02,-118.26
4887,2.0703,34.02,-118.26
4888,1.5603,34.02,-118.26
4889,2.2356,34.02,-118.26
4890,1.913,34.02,-118.25
4891,2.1957,34.02,-118.25
4892,1.2396,34.01,-118.25
4893,2.3304,34.02,-118.25
4894,1.8485,34.02,-118.24
4895,2.375,34.01,-118.24
4896,1.8929,34.01,-118.24
4897,2.1466,34.01,-118.25
4898,1.7813,34.01,-118.24
4899,1.0898,34.01,-118.25
4900,1.2857,34.01,-118.25
4901,1.3287,34.01,-118.25
4902,1.7425,34.01,-118.25
4903,1.4464,34.01,-118.25
4904,1.4653,34.01,-118.26
4905,1.5089,34.01,-118.26
4906,1.9074,34.01,-118.26
4907,1.4524,34.01,-118.27
4908,2.1776,34.01,-118.26
4909,2.319,34.02,-118.27
4910,1.8652,34.01,-118.27
4911,1.2206,34.01,-118.27
4912,1.4327,34.01,-118.27
4913,2.0817,34.01,-118.27
4914,2.148,34.0,-118.27
4915,1.7052,34.0,-118.27
4916,1.75,34.0,-118.27
4917,1.8641,34.01,-118.26
4918,1.6221,34.0,-118.26
4919,1.7237,34.0,-118.25
4920,1.6382,34.0,-118.25
4921,1.5781,34.0,-118.25
4922,1.3030000000000002,34.0,-118.25
4923,1.4792,34.0,-118.25
4924,1.2056,34.0,-118.24
4925,0.9463,34.0,-118.24
4926,2.2813,34.0,-118.25
4927,1.7132,34.0,-118.24
4928,1.875,33.99,-118.24
4929,1.6731,33.99,-118.24
4930,1.5556,33.99,-118.25
4931,2.1793,33.99,-118.25
4932,0.8941,34.0,-118.26
4933,1.9208,34.0,-118.26
4934,1.852,34.0,-118.27
4935,1.3403,34.0,-118.27
4936,1.8917,34.0,-118.27
4937,1.8242,33.99,-118.26
4938,1.6901,33.99,-118.26
4939,1.9531,33.99,-118.27
4940,1.4886,33.99,-118.27
4941,1.8086,33.99,-118.27
4942,1.8824,34.01,-118.28
4943,2.1382,34.02,-118.28
4944,1.1667,34.01,-118.29
4945,1.9152,34.01,-118.3
4946,1.2446,34.02,-118.3
4947,1.1563,34.02,-118.29
4948,1.6699,34.02,-118.3
4949,1.7961,34.01,-118.3
4950,1.7386,34.01,-118.31
4951,1.6667,34.02,-118.31
4952,1.6955,34.02,-118.31
4953,2.0417,34.01,-118.31
4954,1.6851,34.02,-118.31
4955,2.5263,34.01,-118.31
4956,1.8214,34.01,-118.31
4957,3.0759,34.01,-118.31
4958,2.3942,34.01,-118.29
4959,1.6505,34.01,-118.29
4960,1.6875,34.0,-118.3
4961,2.5885,34.01,-118.3
4962,2.0625,34.01,-118.3
4963,1.7143,34.01,-118.28
4964,2.3403,34.0,-118.28
4965,1.4639,34.0,-118.29
4966,1.6036,34.01,-118.29
4967,1.0539,34.01,-118.29
4968,1.8656,34.01,-118.28
4969,1.2065,34.0,-118.28
4970,1.2175,34.01,-118.28
4971,2.3309,34.01,-118.28
4972,2.125,34.0,-118.28
4973,2.0938,34.0,-118.28
4974,1.2778,34.0,-118.28
4975,1.432,34.0,-118.28
4976,2.1607,34.0,-118.28
4977,2.1354,34.0,-118.29
4978,1.2347,34.0,-118.29
4979,2.7727,34.0,-118.29
4980,1.1806,34.0,-118.3
4981,1.5179,34.0,-118.3
4982,2.0809,34.0,-118.29
4983,2.0958,34.0,-118.3
4984,3.05,34.0,-118.3
4985,1.6892,34.0,-118.31
4986,2.0,34.0,-118.3
4987,1.933,34.0,-118.31
4988,2.1116,34.0,-118.31
4989,1.9792,34.0,-118.31
4990,1.6559,33.99,-118.31
4991,2.0915,33.99,-118.31
4992,2.2339,33.99,-118.31
4993,1.7083,33.99,-118.31
4994,1.5846,33.99,-118.29
4995,1.8317,33.99,-118.3
4996,1.9853,33.99,-118.3
4997,1.275,33.99,-118.28
4998,2.0542,33.99,-118.29
4999,2.5848,33.99,-118.28
5000,1.7159,33.99,-118.28
5001,1.7849,33.99,-118.28
5002,2.6667,34.01,-118.32
5003,4.2554,34.02,-118.32
5004,3.3906,34.02,-118.32
5005,3.1548,34.01,-118.32
5006,2.4022,34.01,-118.32
5007,4.26,34.02,-118.33
5008,3.7727,34.01,-118.33
5009,3.5,34.02,-118.33
5010,2.4934,34.01,-118.32
5011,2.0217,34.01,-118.33
5012,1.9231,34.01,-118.33
5013,1.9631,34.01,-118.33
5014,1.95,34.0,-118.32
5015,2.4583,34.0,-118.32
5016,2.2054,34.0,-118.33
5017,2.3333,34.0,-118.33
5018,0.9304,34.0,-118.33
5019,2.5909,33.99,-118.32
5020,1.9779,33.99,-118.32
5021,2.8542,33.99,-118.33
5022,3.2083,33.99,-118.33
5023,4.8125,33.99,-118.34
5024,2.1875,33.99,-118.32
5025,3.7167,33.99,-118.32
5026,2.8274,33.99,-118.33
5027,3.1731,33.99,-118.34
5028,2.175,33.98,-118.32
5029,3.2344,33.98,-118.32
5030,1.9732,33.98,-118.32
5031,3.0833,33.98,-118.32
5032,1.8806,33.98,-118.33
5033,1.6477,33.98,-118.33
5034,1.8472,33.98,-118.33
5035,2.9643,33.99,-118.34
5036,2.9315,33.98,-118.34
5037,4.9531,33.99,-118.35
5038,3.8235,33.98,-118.35
5039,1.675,33.99,-118.34
5040,2.2396,33.98,-118.32
5041,3.5114,33.97,-118.32
5042,1.7067,33.98,-118.32
5043,1.6531,33.98,-118.33
5044,2.5363,33.97,-118.33
5045,4.1635,33.97,-118.33
5046,3.8643,34.02,-118.36
5047,6.5044,34.01,-118.36
5048,4.4028,34.02,-118.37
5049,4.3077,34.02,-118.38
5050,0.8702,34.02,-118.33
5051,2.5568,34.01,-118.34
5052,1.7945,34.01,-118.34
5053,1.6187,34.01,-118.34
5054,4.0357,34.02,-118.34
5055,1.7622,34.02,-118.35
5056,1.5143,34.02,-118.35
5057,1.4589,34.02,-118.35
5058,3.6629,34.01,-118.35
5059,3.5486,34.01,-118.35
5060,3.25,34.0,-118.35
5061,1.8818,33.99,-118.28
5062,1.4625,33.99,-118.28
5063,2.5547,33.99,-118.29
5064,1.0516,33.98,-118.29
5065,1.9375,33.99,-118.29
5066,1.1645,33.99,-118.3
5067,2.5437,33.99,-118.3
5068,1.9556,33.98,-118.3
5069,1.84,33.99,-118.3
5070,5.1136,33.98,-118.31
5071,2.895,33.99,-118.31
5072,2.0,33.98,-118.31
5073,3.5982,33.98,-118.31
5074,1.825,33.98,-118.31
5075,2.3977,33.98,-118.31
5076,2.2138,33.98,-118.32
5077,1.9125,33.98,-118.29
5078,3.4444,33.98,-118.29
5079,2.9432,33.98,-118.3
5080,1.6611,33.98,-118.3
5081,3.0455,33.98,-118.3
5082,2.9375,33.98,-118.3
5083,1.3479,33.98,-118.29
5084,1.4042,33.98,-118.29
5085,1.9564,33.98,-118.28
5086,2.2411,33.98,-118.28
5087,0.9337,33.98,-118.28
5088,0.9809,33.98,-118.28
5089,1.223,33.98,-118.29
5090,1.689,33.97,-118.28
5091,1.9219,33.97,-118.28
5092,1.375,33.97,-118.28
5093,1.7734,33.97,-118.29
5094,3.375,33.97,-118.3
5095,2.0673,33.97,-118.3
5096,2.6311,33.97,-118.3
5097,2.1221,33.97,-118.3
5098,3.2188,33.97,-118.31
5099,2.7917,33.97,-118.31
5100,3.725,33.97,-118.31
5101,3.0917,33.97,-118.31
5102,2.7401,33.94,-118.31
5103,3.1346,33.95,-118.3
5104,3.2708,33.95,-118.31
5105,4.0043,33.95,-118.31
5106,4.8295,33.95,-118.31
5107,3.0682,33.94,-118.31
5108,1.747,33.96,-118.31
5109,1.528,33.96,-118.31
5110,3.4643,33.96,-118.31
5111,4.0625,33.96,-118.31
5112,3.5208,33.97,-118.29
5113,1.4868,33.96,-118.29
5114,2.8299,33.96,-118.3
5115,2.6518,33.96,-118.3
5116,1.2273,33.96,-118.28
5117,1.6156,33.96,-118.28
5118,1.6652,33.97,-118.28
5119,1.3096,33.96,-118.29
5120,3.9722,33.96,-118.3
5121,3.0625,33.96,-118.31
5122,4.4861,33.96,-118.31
5123,3.7143,33.96,-118.31
5124,1.5521,33.99,-118.26
5125,1.625,33.98,-118.27
5126,1.5109,33.99,-118.28
5127,1.8047,33.99,-118.27
5128,1.575,33.98,-118.28
5129,1.3042,33.98,-118.27
5130,1.3801,33.98,-118.27
5131,2.125,33.98,-118.27
5132,1.2315,33.98,-118.26
5133,1.7121,33.97,-118.26
5134,1.9556,33.97,-118.26
5135,1.55,33.97,-118.26
5136,1.5962,33.97,-118.26
5137,1.64,33.97,-118.27
5138,1.5521,33.97,-118.28
5139,2.0754,33.97,-118.27
5140,1.6027,33.97,-118.28
5141,1.0208,33.96,-118.27
5142,2.037,33.96,-118.27
5143,1.9348,33.96,-118.28
5144,1.4625,33.97,-118.26
5145,1.5303,33.96,-118.26
5146,1.5812,33.96,-118.26
5147,1.5326,33.97,-118.26
5148,1.1557,33.97,-118.27
5149,0.5495,33.96,-118.27
5150,1.6467,33.96,-118.27
5151,1.2091,33.95,-118.27
5152,1.6898,33.95,-118.26
5153,1.2969,33.95,-118.26
5154,1.7167,33.96,-118.26
5155,1.3971,33.96,-118.26
5156,1.7656,33.96,-118.28
5157,2.1437,33.95,-118.28
5158,1.615,33.96,-118.28
5159,1.8472,33.96,-118.28
5160,1.5313,33.96,-118.28
5161,2.0917,33.95,-118.29
5162,1.6029,33.95,-118.29
5163,1.5294,33.96,-118.29
5164,1.9655,33.95,-118.29
5165,1.9702,33.95,-118.29
5166,2.7917,33.94,-118.28
5167,2.3352,33.94,-118.29
5168,1.5,33.95,-118.27
5169,1.8814,33.95,-118.27
5170,1.5268,33.94,-118.27
5171,1.5714,33.94,-118.28
5172,1.4103,33.95,-118.28
5173,1.8798,33.95,-118.27
5174,2.3365,33.95,-118.27
5175,2.2946,33.95,-118.27
5176,2.3056,33.95,-118.27
5177,1.0375,33.95,-118.25
5178,2.25,33.94,-118.26
5179,1.6389,33.95,-118.26
5180,1.5147,33.95,-118.26
5181,1.6887,33.94,-118.26
5182,1.6333,33.94,-118.25
5183,1.65,33.94,-118.26
5184,1.5872,33.94,-118.27
5185,2.0,33.94,-118.26
5186,1.4917,33.93,-118.26
5187,2.6458,33.93,-118.27
5188,2.0789,33.94,-118.27
5189,1.6645,33.94,-118.27
5190,1.8191,33.93,-118.27
5191,1.5256,33.93,-118.26
5192,1.1326,33.93,-118.26
5193,2.5,33.93,-118.25
5194,1.7986,33.92,-118.26
5195,1.7262,33.92,-118.27
5196,1.6625,33.94,-118.27
5197,1.449,33.94,-118.27
5198,1.1468,33.94,-118.27
5199,1.4329,33.93,-118.28
5200,1.1051,33.94,-118.28
5201,0.8952,33.94,-118.28
5202,3.0788,33.94,-118.28
5203,2.5179,33.93,-118.28
5204,3.3836,33.93,-118.29
5205,2.5398,33.94,-118.29
5206,2.0313,33.93,-118.28
5207,2.875,33.92,-118.29
5208,2.2778,33.93,-118.29
5209,1.2098,33.93,-118.27
5210,1.5114,33.92,-118.28
5211,2.2969,33.93,-118.28
5212,3.5833,33.93,-118.28
5213,0.4999,33.93,-118.28
5214,2.3333,33.94,-118.25
5215,1.1434,33.94,-118.25
5216,0.8527,33.94,-118.25
5217,0.6831,33.95,-118.23
5218,1.35,33.95,-118.24
5219,1.4792,33.95,-118.24
5220,1.25,33.95,-118.24
5221,0.9708,33.95,-118.24
5222,1.5427,33.95,-118.25
5223,1.6513,33.95,-118.24
5224,1.1384,33.95,-118.25
5225,0.9889,33.93,-118.25
5226,0.9298,33.93,-118.25
5227,1.1346,33.93,-118.25
5228,2.0,33.94,-118.24
5229,2.0769,33.94,-118.24
5230,1.5132,33.93,-118.24
5231,1.0625,33.93,-118.24
5232,0.9705,33.94,-118.24
5233,1.7212,33.94,-118.24
5234,2.0187,33.94,-118.23
5235,2.1607,33.94,-118.23
5236,2.3333,33.94,-118.23
5237,1.2679,33.94,-118.24
5238,1.3,33.93,-118.23
5239,0.8478,33.93,-118.23
5240,0.8984,33.93,-118.24
5241,8.2816,34.12,-118.39
5242,15.0001,34.11,-118.4
5243,12.3767,34.12,-118.42
5244,12.7296,34.11,-118.43
5245,7.9835,34.09,-118.43
5246,9.7449,34.12,-118.45
5247,15.0001,34.09,-118.44
5248,15.0001,34.08,-118.43
5249,7.1576,34.08,-118.45
5250,11.8442,34.1,-118.45
5251,7.8426,34.08,-118.46
5252,11.1978,34.1,-118.47
5253,13.2935,34.11,-118.49
5254,10.7937,34.07,-118.48
5255,8.5153,34.07,-118.48
5256,12.8665,34.07,-118.48
5257,15.0001,34.06,-118.49
5258,13.5728,34.07,-118.49
5259,13.947,34.11,-118.51
5260,15.0,34.05,-118.5
5261,8.1888,34.09,-118.53
5262,4.825,34.05,-118.52
5263,6.5147,34.04,-118.52
5264,11.2866,34.09,-118.57
5265,8.565,34.05,-118.54
5266,8.8619,34.04,-118.55
5267,8.2934,34.03,-118.56
5268,7.3031,34.06,-118.56
5269,11.4233,34.06,-118.54
5270,6.0307,34.03,-118.55
5271,10.8082,34.04,-118.52
5272,13.6842,34.04,-118.52
5273,9.1078,34.04,-118.53
5274,7.0318,34.03,-118.53
5275,15.0001,34.05,-118.5
5276,7.9096,33.99,-118.55
5277,10.1882,34.04,-118.51
5278,7.6447,34.06,-118.47
5279,9.4664,34.06,-118.47
5280,9.5221,34.05,-118.48
5281,15.0001,34.05,-118.49
5282,4.801,34.06,-118.47
5283,4.2554,34.06,-118.46
5284,3.5909,34.05,-118.47
5285,3.7721,34.05,-118.46
5286,4.6197,34.05,-118.46
5287,4.7009,34.05,-118.47
5288,4.175,34.05,-118.47
5289,6.7496,34.05,-118.48
5290,7.0285,34.05,-118.49
5291,15.0001,34.08,-118.42
5292,10.3467,34.07,-118.43
5293,7.7382,34.07,-118.43
5294,7.1674,34.07,-118.44
5295,8.9565,34.07,-118.44
5296,5.5,34.06,-118.44
5297,2.0511,34.07,-118.44
5298,2.2857,34.06,-118.44
5299,1.3125,34.07,-118.45
5300,1.5830000000000002,34.07,-118.45
5301,2.2444,34.06,-118.45
5302,7.0674,34.06,-118.46
5303,6.7703,34.07,-118.46
5304,14.2867,34.07,-118.46
5305,9.2225,34.07,-118.46
5306,3.2545,34.06,-118.44
5307,4.4674,34.05,-118.44
5308,4.7109,34.05,-118.44
5309,5.7097,34.05,-118.44
5310,7.2675,34.06,-118.43
5311,5.3777,34.06,-118.43
5312,5.2555,34.05,-118.43
5313,6.2389,34.06,-118.44
5314,6.1527,34.06,-118.42
5315,7.4219,34.06,-118.43
5316,4.1908,34.06,-118.43
5317,5.1999,34.06,-118.43
5318,10.8045,34.06,-118.42
5319,6.871,34.06,-118.42
5320,4.8304,34.05,-118.42
5321,6.7115,34.05,-118.43
5322,3.9673,34.05,-118.43
5323,4.1141,34.05,-118.44
5324,4.8618,34.05,-118.44
5325,5.8587,34.04,-118.43
5326,2.1875,34.05,-118.45
5327,3.6673,34.04,-118.45
5328,2.7679,34.04,-118.45
5329,2.6509,34.05,-118.46
5330,3.7549,34.05,-118.45
5331,3.2663,34.04,-118.46
5332,3.5335,34.04,-118.47
5333,3.0173,34.04,-118.45
5334,3.0069,34.04,-118.46
5335,3.6976,34.04,-118.46
5336,3.1235,34.04,-118.46
5337,3.287,34.04,-118.46
5338,3.9489,34.04,-118.45
5339,2.6528,34.03,-118.45
5340,3.7813,34.03,-118.45
5341,2.1875,34.04,-118.44
5342,0.536,34.04,-118.44
5343,3.0714,34.04,-118.44
5344,5.2954,34.04,-118.43
5345,4.925,34.04,-118.42
5346,4.5833,34.04,-118.43
5347,5.8758,34.05,-118.41
5348,5.0151,34.05,-118.42
5349,7.8164,34.05,-118.42
5350,5.0762,34.05,-118.4
5351,9.272,34.04,-118.4
5352,12.8483,34.04,-118.4
5353,8.1484,34.03,-118.4
5354,3.7277,34.03,-118.41
5355,8.0239,34.04,-118.41
5356,4.0283,34.05,-118.39
5357,5.222,34.05,-118.39
5358,3.6953,34.05,-118.4
5359,4.0153,34.05,-118.39
5360,10.9805,34.04,-118.41
5361,11.1768,34.04,-118.41
5362,5.1637,34.03,-118.41
5363,6.626,34.04,-118.42
5364,5.6454,34.04,-118.42
5365,7.3028,34.04,-118.39
5366,5.5951,34.04,-118.39
5367,8.5938,34.04,-118.4
5368,10.4519,34.05,-118.4
5369,6.6368,34.05,-118.39
5370,2.2961,34.04,-118.38
5371,2.7226,34.04,-118.38
5372,6.2895,34.04,-118.38
5373,2.0437,34.04,-118.38
5374,3.4063,34.04,-118.38
5375,4.125,34.04,-118.39
5376,4.7386,34.04,-118.39
5377,3.9038,34.04,-118.39
5378,3.2228,34.03,-118.39
5379,3.0574,34.03,-118.39
5380,3.2222,34.03,-118.4
5381,6.5669,34.03,-118.4
5382,2.8418,34.03,-118.41
5383,3.116,34.02,-118.4
5384,2.4135,34.02,-118.4
5385,3.1642,34.03,-118.41
5386,3.5022,34.02,-118.41
5387,3.0965,34.02,-118.41
5388,3.1415,34.03,-118.39
5389,3.4058,34.03,-118.4
5390,2.9344,34.03,-118.38
5391,3.7206,34.03,-118.39
5392,3.1827,34.04,-118.37
5393,2.767,34.04,-118.37
5394,2.6402,34.03,-118.38
5395,2.25,34.04,-118.37
5396,4.0781,34.04,-118.37
5397,5.0866,34.03,-118.42
5398,5.2099,34.03,-118.43
5399,3.2308,34.03,-118.43
5400,3.1875,34.03,-118.43
5401,3.3542,34.03,-118.42
5402,3.2396,34.03,-118.44
5403,3.6467,34.03,-118.43
5404,3.625,34.03,-118.44
5405,4.2434,34.03,-118.44
5406,3.125,34.03,-118.44
5407,3.3482,34.03,-118.45
5408,4.0231,34.03,-118.45
5409,4.2411,34.03,-118.44
5410,6.2583,34.02,-118.44
5411,4.5795,34.01,-118.44
5412,5.1708,34.01,-118.44
5413,5.8666,34.01,-118.45
5414,6.3516,34.01,-118.45
5415,6.4755,34.01,-118.45
5416,4.0429,34.02,-118.44
5417,5.3403,34.01,-118.43
5418,6.2917,34.02,-118.44
5419,3.9091,34.02,-118.43
5420,8.1631,34.02,-118.43
5421,4.3906,34.02,-118.43
5422,4.5278,34.03,-118.42
5423,3.6019,34.03,-118.41
5424,3.6488,34.02,-118.42
5425,4.9676,34.02,-118.42
5426,3.1941,34.02,-118.42
5427,2.2402,34.02,-118.42
5428,3.3462,34.02,-118.41
5429,3.1746,34.02,-118.42
5430,3.4269,34.02,-118.42
5431,3.725,34.02,-118.41
5432,3.3955,34.02,-118.41
5433,3.0833,34.02,-118.41
5434,4.7083,34.01,-118.42
5435,3.5667,34.01,-118.42
5436,2.697,34.01,-118.43
5437,6.4232,34.01,-118.43
5438,4.7009,34.01,-118.43
5439,6.0804,34.01,-118.44
5440,2.599,34.0,-118.44
5441,4.75,34.0,-118.44
5442,4.7,34.0,-118.45
5443,3.875,34.0,-118.44
5444,3.3995,34.0,-118.43
5445,3.1579,34.0,-118.44
5446,4.1083,34.0,-118.44
5447,3.099,34.01,-118.42
5448,3.6611,34.01,-118.42
5449,3.9798,34.0,-118.42
